mCherry.A.FITC.A,file
1.522674,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.643719,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.575724,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
0.001931,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.065326,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.060394,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.288668,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.217009,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.184942,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.316122,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.69899,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.578966,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.722363,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.571516,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.819902,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.016615,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.683191,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
4.301672,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.842446,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.450781,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.666955,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.502194,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.019399,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.429254,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.134946,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.626807,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.581639,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.14538,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.418954,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.512181,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.933398,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.660011,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
3.443048,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
0.000137,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.624906,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.523355,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.19076,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.669997,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.062753,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.934936,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
0.045675,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.886995,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.982273,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.440975,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
0.119367,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.568069,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
0.053582,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
